Daytime/evening attendance	,Previous qualification (grade),Admission grade,Displaced,Debtor,Tuition fees up to date,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Gender_1,Application mode_2,Application mode_5,Application mode_7,Application mode_10,Application mode_15,Application mode_16,Application mode_17,Application mode_18,Application mode_26,Application mode_27,Application mode_39,Application mode_42,Application mode_43,Application mode_44,Application mode_51,Application mode_53,Application mode_57,Marital status_2,Marital status_3,Marital status_4,Marital status_5,Marital status_6,Target
0,0.123,0.12129999999999999,1,0,1,0,0.25,0.06,0.06,0.06,0.12833333333333333,0.06,0.06,0.06,0.12833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.142,0.127,1,0,1,1,0.18,0.05,0.1,0.05,0.12,0.05,0.08,0.04,0.11599999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.147,0.15159999999999998,1,0,1,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.14,0.1316,1,0,1,0,0.2,0.07,0.09,0.06,0.14714285714285713,0.07,0.16,0.06,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.106,1,0,1,1,0.2,0.06,0.07,0.06,0.12571428571428572,0.06,0.07,0.06,0.13285714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.114,0.11159999999999999,1,0,1,1,0.21,0.06,0.06,0.06,0.125,0.06,0.06,0.06,0.115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.1173,1,0,1,0,0.18,0.06,0.08,0.06,0.14,0.06,0.09,0.05,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.127,0.12140000000000001,1,0,1,0,0.18,0.07,0.08,0.07,0.11571428571428571,0.07,0.09,0.06,0.13166666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.132,0.1261,1,0,1,1,0.18,0.06,0.06,0.06,0.15833333333333333,0.06,0.06,0.06,0.15333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.148,0.137,1,0,1,0,0.18,0.08,0.08,0.08,0.1425,0.08,0.08,0.08,0.1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.139,0.12079999999999999,0,0,1,0,0.19,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.136,0.12869999999999998,1,0,1,0,0.2,0.06,0.08,0.06,0.11666666666666665,0.06,0.1,0.06,0.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.118,0,0,1,0,0.47,0.06,0.12,0.0,0.0,0.05,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.12,0,1,1,0,0.21,0.05,0.09,0.05,0.132,0.05,0.07,0.02,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.13,0.16,0,0,1,0,0.31,0.06,0.11,0.02,0.12,0.06,0.12,0.01,0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.11,0.15,1,0,1,0,0.46,0.05,0.06,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.133,0.12179999999999999,1,0,1,0,0.18,0.05,0.09,0.04,0.12,0.05,0.1,0.02,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.138,0.1254,1,0,1,0,0.19,0.05,0.1,0.03,0.13333333333333333,0.05,0.09,0.04,0.1075,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.131,0.1266,1,0,1,0,0.23,0.07,0.11,0.05,0.12414285714285712,0.07,0.13,0.02,0.135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0.15,0.15,0,0,0,0,0.22,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.125,0.1145,1,0,1,0,0.19,0.05,0.05,0.05,0.138,0.05,0.07,0.05,0.124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.108,0.107,0,1,0,0,0.19,0.05,0.14,0.0,0.0,0.05,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.116,0.1157,0,0,0,0,0.22,0.05,0.1,0.04,0.115,0.05,0.11,0.04,0.14,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.12,0,1,0,0,0.29,0.05,0.11,0.0,0.0,0.05,0.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.147,0.1348,1,0,1,0,0.18,0.07,0.07,0.06,0.14016666666666666,0.07,0.07,0.06,0.14016666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.143,0.1336,1,0,1,0,0.18,0.06,0.09,0.05,0.114,0.06,0.08,0.05,0.10800000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.115,0.129,1,1,0,1,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.16,0.12840000000000001,0,0,1,0,0.34,0.05,0.12,0.05,0.10400000000000001,0.05,0.11,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.118,0.1222,0,0,1,0,0.19,0.05,0.11,0.03,0.10666666666666666,0.05,0.09,0.04,0.1025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.122,0.1133,1,0,1,0,0.18,0.05,0.09,0.04,0.1425,0.05,0.08,0.05,0.12714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.143,0.12990000000000002,0,0,1,1,0.2,0.07,0.07,0.07,0.13914285714285712,0.08,0.08,0.08,0.14106249999999998,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.133,0.1262,1,0,1,0,0.19,0.07,0.09,0.07,0.13761111111111113,0.08,0.11,0.07,0.1282375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.122,0.11259999999999999,1,0,1,0,0.22,0.06,0.1,0.05,0.126,0.06,0.09,0.04,0.1125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.164,0.149,1,0,1,1,0.23,0.06,0.07,0.06,0.13857142857142857,0.06,0.06,0.06,0.14166666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.1331,0.12,0,0,1,1,0.34,0.08,0.08,0.07,0.13842857142857143,0.08,0.08,0.07,0.13842857142857143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1,0.127,0.12040000000000001,1,1,0,0,0.18,0.05,0.12,0.0,0.0,0.05,0.08,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.14,0.1281,1,0,1,0,0.21,0.06,0.06,0.05,0.11800000000000001,0.06,0.09,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.127,0.1417,1,0,1,0,0.22,0.06,0.06,0.06,0.12666666666666665,0.06,0.06,0.06,0.13833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.13,0,0,1,0,0.28,0.06,0.06,0.0,0.0,0.06,0.06,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.115,0.1133,1,0,1,0,0.23,0.05,0.07,0.0,0.0,0.05,0.05,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.108,0.10590000000000001,0,0,1,0,0.2,0.06,0.11,0.04,0.1075,0.06,0.13,0.02,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.136,0.1227,1,0,1,0,0.18,0.05,0.07,0.05,0.126,0.05,0.09,0.03,0.1325,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.12,1,1,0,0,0.28,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.1198,0,0,1,0,0.21,0.07,0.07,0.02,0.12,0.09,0.1,0.07,0.12142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.1331,0.12290000000000001,0,1,0,0,0.25,0.06,0.07,0.03,0.14,0.06,0.09,0.02,0.145,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.16,0.16,1,0,0,0,0.19,0.06,0.06,0.06,0.14,0.06,0.11,0.06,0.135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.128,0.1252,1,0,1,1,0.18,0.07,0.07,0.07,0.14682857142857142,0.08,0.09,0.08,0.15055555555555555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.1434,0,0,1,0,0.29,0.03,0.03,0.0,0.0,0.05,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.09670000000000001,0,0,1,1,0.29,0.05,0.06,0.0,0.0,0.05,0.07,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.137,0.1269,0,0,1,0,0.2,0.06,0.07,0.06,0.13857142857142857,0.06,0.07,0.05,0.128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.163,0.1431,0,0,1,0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.125,0.1145,0,0,1,0,0.2,0.06,0.08,0.06,0.13142857142857142,0.06,0.07,0.06,0.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.12,0.14,1,0,1,0,0.33,0.05,0.14,0.01,0.18,0.05,0.09,0.02,0.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.15,0.11370000000000001,0,0,1,0,0.3,0.15,0.15,0.13,0.11461538461538462,0.11,0.15,0.1,0.11583333333333334,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0.135,0.1315,0,0,1,1,0.21,0.07,0.14,0.05,0.11199999999999999,0.08,0.11,0.06,0.11583333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.148,0.1435,0,1,1,0,0.18,0.06,0.06,0.05,0.15,0.06,0.08,0.04,0.145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.138,0.1268,0,0,1,1,0.19,0.07,0.09,0.07,0.14244444444444443,0.08,0.12,0.08,0.12233333333333332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.119,0.1152,0,0,1,1,0.21,0.06,0.08,0.04,0.115,0.06,0.07,0.05,0.11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.13,0.1,0,0,1,1,0.25,0.07,0.07,0.02,0.1,0.07,0.07,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.135,0.12140000000000001,0,0,1,0,0.19,0.05,0.07,0.03,0.12333333333333334,0.05,0.05,0.05,0.11599999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.12,0.12,1,0,1,0,0.23,0.07,0.08,0.05,0.122,0.09,0.1,0.07,0.12142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0.126,0.12990000000000002,1,0,1,1,0.19,0.06,0.06,0.06,0.13666666666666666,0.06,0.07,0.05,0.132,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.149,0.15109999999999998,1,0,1,0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.11,0.12,0,1,0,0,0.31,0.06,0.15,0.01,0.11,0.06,0.1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.13,0,1,0,0,0.32,0.06,0.08,0.03,0.13,0.1,0.14,0.06,0.11428571428571428,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.127,0.119,1,0,1,1,0.19,0.08,0.12,0.07,0.12599999999999997,0.08,0.12,0.07,0.12599999999999997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.12,0.122,1,0,1,0,0.34,0.1,0.11,0.1,0.122,0.1,0.12,0.09,0.12333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0.136,0.12969999999999998,1,0,1,0,0.21,0.06,0.06,0.06,0.13166666666666665,0.06,0.06,0.06,0.13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.11,0.1125,1,0,1,1,0.53,0.07,0.16,0.06,0.11,0.07,0.09,0.07,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0.136,0.136,0,0,1,1,0.19,0.07,0.07,0.07,0.14014285714285715,0.08,0.08,0.08,0.1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.145,0.1331,0,0,1,1,0.2,0.06,0.09,0.04,0.13,0.06,0.13,0.04,0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.159,0.15130000000000002,1,0,1,0,0.18,0.06,0.06,0.06,0.14,0.06,0.06,0.06,0.14666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.147,0.1333,0,0,0,0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.15,0.1308,1,0,1,1,0.21,0.08,0.08,0.07,0.1442857142857143,0.08,0.08,0.07,0.1442857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
0,0.14,0.14,0,0,0,0,0.26,0.05,0.09,0.0,0.0,0.05,0.1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.15,0.15,1,0,1,0,0.26,0.18,0.45,0.18,0.11833333333333335,0.13,0.27,0.13,0.12461538461538461,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
0,0.13,0.13,0,0,0,0,0.21,0.05,0.12,0.03,0.11333333333333334,0.05,0.1,0.01,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.12,0.1253,0,0,1,0,0.18,0.06,0.09,0.06,0.125,0.06,0.09,0.06,0.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.124,1,0,1,1,0.21,0.12,0.12,0.12,0.13333333333333333,0.12,0.12,0.11,0.12545454545454543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0.112,0.1138,1,0,1,0,0.21,0.06,0.1,0.06,0.10833333333333334,0.06,0.1,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.128,0.12440000000000001,0,0,1,1,0.19,0.06,0.06,0.06,0.13,0.06,0.06,0.06,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.114,0.1077,0,0,1,0,0.19,0.05,0.07,0.02,0.1,0.05,0.11,0.02,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.118,0.11,0,0,1,1,0.19,0.06,0.08,0.06,0.11428571428571428,0.06,0.11,0.05,0.11199999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1,0.13,0.13,1,0,1,0,0.27,0.08,0.08,0.08,0.128875,0.08,0.08,0.08,0.128875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.145,0.1388,1,0,1,1,0.18,0.07,0.07,0.06,0.1295,0.07,0.07,0.06,0.1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.121,0.1263,1,0,1,0,0.2,0.05,0.12,0.01,0.1,0.05,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.114,0.1145,1,0,1,1,0.19,0.07,0.07,0.07,0.13094285714285714,0.08,0.08,0.08,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.127,0.1165,1,0,1,0,0.2,0.06,0.07,0.0,0.0,0.06,0.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.145,0.1286,1,0,1,1,0.19,0.06,0.12,0.05,0.11714285714285713,0.06,0.11,0.06,0.11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.13,0.13,1,0,1,0,0.2,0.06,0.08,0.04,0.1125,0.06,0.15,0.03,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.15,0.1346,0,0,1,0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.145,0.1468,0,0,1,0,0.18,0.06,0.06,0.06,0.13166666666666665,0.06,0.06,0.06,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.128,0.1357,1,0,1,0,0.2,0.05,0.07,0.04,0.1275,0.05,0.05,0.05,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.14,0.12,0,0,0,0,0.38,0.05,0.06,0.05,0.106,0.05,0.09,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.13,0.138,0,0,1,0,0.42,0.06,0.08,0.05,0.11199999999999999,0.06,0.06,0.06,0.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1,0.14,0.1355,0,0,1,0,0.32,0.07,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.12,0.12,1,0,1,0,0.22,0.06,0.06,0.06,0.13,0.06,0.06,0.06,0.13666666666666666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0.147,0.11170000000000001,1,0,1,0,0.28,0.05,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.1331,0.1,1,0,1,0,0.37,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.16,0.16,0,0,1,0,0.43,0.06,0.08,0.06,0.14166666666666666,0.06,0.09,0.06,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
0,0.1331,0.1148,0,0,1,1,0.41,0.06,0.1,0.05,0.12833333333333333,0.06,0.06,0.06,0.12333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
0,0.14,0.131,0,0,1,1,0.29,0.06,0.11,0.04,0.1175,0.06,0.09,0.05,0.10400000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
0,0.1331,0.097,0,0,1,1,0.35,0.06,0.08,0.06,0.10833333333333334,0.06,0.07,0.06,0.115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.131,0.13169999999999998,1,0,1,0,0.18,0.06,0.08,0.04,0.1175,0.06,0.08,0.04,0.1225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.1331,0.12,0,0,0,1,0.39,0.07,0.14,0.03,0.115,0.07,0.09,0.02,0.105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.12,0.11,0,0,1,0,0.37,0.05,0.14,0.02,0.1,0.05,0.07,0.03,0.11333333333333334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0.13,0.133,1,0,1,1,0.26,0.07,0.07,0.06,0.13699999999999998,0.07,0.07,0.06,0.13699999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1,0.14,0.14,1,0,1,0,0.32,0.05,0.08,0.01,0.14,0.05,0.12,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1331,0.1,0,1,1,0,0.37,0.08,0.12,0.07,0.11375,0.07,0.1,0.06,0.12166666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.14,0.1293,1,1,1,0,0.28,0.06,0.17,0.0,0.0,0.06,0.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.1331,0.137,1,0,1,0,0.19,0.06,0.1,0.0,0.0,0.06,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.125,0.1222,1,0,1,0,0.18,0.05,0.09,0.01,0.11,0.05,0.09,0.02,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.115,0.108,0,0,1,1,0.19,0.07,0.1,0.06,0.13,0.07,0.07,0.07,0.13285714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.11,0.11,0,0,1,0,0.32,0.11,0.15,0.08,0.136,0.08,0.1,0.08,0.1511111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1,0.14,0.1277,1,0,1,0,0.31,0.05,0.08,0.03,0.11,0.05,0.09,0.02,0.115,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,0.1,0.12129999999999999,1,0,1,0,0.34,0.08,0.11,0.07,0.11705714285714285,0.08,0.11,0.07,0.11705714285714285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0.145,0.1401,1,0,1,0,0.2,0.12,0.12,0.12,0.1325,0.11,0.14,0.11,0.14333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.1331,0.1148,0,0,1,0,0.28,0.07,0.15,0.01,0.1075,0.07,0.1,0.01,0.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0.15,0.15,0,0,1,0,0.31,0.06,0.08,0.06,0.12,0.07,0.08,0.07,0.13428571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.145,0.13169999999999998,1,0,1,0,0.18,0.06,0.07,0.06,0.12666666666666665,0.06,0.08,0.04,0.1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.1331,0.11,0,0,0,0,0.31,0.06,0.08,0.05,0.114,0.06,0.09,0.03,0.11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.11,0.1055,1,0,1,0,0.19,0.06,0.06,0.06,0.13,0.06,0.08,0.05,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.128,0.1273,1,0,1,1,0.19,0.06,0.08,0.06,0.14,0.06,0.08,0.06,0.12285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.1331,0.13,1,0,1,0,0.31,0.06,0.11,0.0,0.0,0.05,0.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.13,0.13,0,0,1,0,0.34,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.137,0.1227,1,0,1,1,0.18,0.07,0.07,0.07,0.15285714285714286,0.08,0.08,0.08,0.16075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,0.123,0.1139,1,0,1,0,0.18,0.06,0.06,0.06,0.13166666666666665,0.06,0.06,0.06,0.12666666666666665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
